Estructura,Tama√±o,Milisegundos,Bytes
FMI,6000000,889,1843149
FMI,6000000,889,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,6000000,889,1843149
FMI,6000000,888,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,6000000,894,1843149
FMI,6000000,893,1843149
FMI,6000000,890,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,893,1843149
FMI,6000000,891,1843149
FMI,6000000,893,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,892,1843149
FMI,6000000,896,1843149
FMI,6000000,899,1843149
FMI,6000000,897,1843149
FMI,6000000,896,1843149
FMI,6000000,896,1843149
FMI,6000000,897,1843149
FMI,6000000,894,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,6000000,891,1843149
FMI,6000000,890,1843149
FMI,6000000,893,1843149
FMI,6000000,892,1843149
FMI,6000000,895,1843149
FMI,6000000,892,1843149
FMI,6000000,892,1843149
FMI,6000000,892,1843149
FMI,6000000,891,1843149
FMI,6000000,894,1843149
FMI,6000000,889,1843149
FMI,6000000,890,1843149
FMI,6000000,893,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,894,1843149
FMI,6000000,892,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,894,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,892,1843149
FMI,6000000,892,1843149
FMI,6000000,891,1843149
FMI,6000000,890,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,891,1843149
FMI,6000000,890,1843149
FMI,6000000,893,1843149
FMI,6000000,895,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,891,1843149
FMI,6000000,889,1843149
FMI,6000000,894,1843149
FMI,6000000,893,1843149
FMI,6000000,895,1843149
FMI,6000000,902,1843149
FMI,6000000,894,1843149
FMI,6000000,889,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,7000000,1034,2117045
FMI,7000000,1031,2117045
FMI,7000000,1033,2117045
FMI,7000000,1031,2117045
FMI,7000000,1031,2117045
FMI,7000000,1032,2117045
FMI,7000000,1040,2117045
FMI,7000000,1037,2117045
FMI,7000000,1038,2117045
FMI,7000000,1033,2117045
FMI,7000000,1036,2117045
FMI,7000000,1037,2117045
FMI,7000000,1034,2117045
FMI,7000000,1035,2117045
FMI,7000000,1038,2117045
FMI,7000000,1035,2117045
FMI,7000000,1033,2117045
FMI,7000000,1035,2117045
FMI,7000000,1037,2117045
FMI,7000000,1033,2117045
FMI,7000000,1035,2117045
FMI,7000000,1042,2117045
FMI,7000000,1036,2117045
FMI,7000000,1033,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1029,2117045
FMI,7000000,1032,2117045
FMI,7000000,1038,2117045
FMI,7000000,1031,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1033,2117045
FMI,7000000,1031,2117045
FMI,7000000,1031,2117045
FMI,7000000,1040,2117045
FMI,7000000,1032,2117045
FMI,7000000,1033,2117045
FMI,7000000,1031,2117045
FMI,7000000,1032,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1031,2117045
FMI,7000000,1034,2117045
FMI,7000000,1032,2117045
FMI,7000000,1039,2117045
FMI,7000000,1041,2117045
FMI,7000000,1037,2117045
FMI,7000000,1033,2117045
FMI,7000000,1035,2117045
FMI,7000000,1034,2117045
FMI,7000000,1034,2117045
FMI,7000000,1034,2117045
FMI,7000000,1034,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1032,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1034,2117045
FMI,7000000,1036,2117045
FMI,7000000,1034,2117045
FMI,7000000,1033,2117045
FMI,7000000,1031,2117045
FMI,7000000,1033,2117045
FMI,7000000,1032,2117045
FMI,7000000,1048,2117045
FMI,7000000,1035,2117045
FMI,7000000,1033,2117045
FMI,7000000,1032,2117045
FMI,7000000,1034,2117045
FMI,7000000,1032,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1032,2117045
FMI,7000000,1035,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1034,2117045
FMI,7000000,1039,2117045
FMI,7000000,1034,2117045
FMI,7000000,1035,2117045
FMI,7000000,1033,2117045
FMI,7000000,1033,2117045
FMI,7000000,1035,2117045
FMI,7000000,1034,2117045
FMI,7000000,1032,2117045
FMI,7000000,1031,2117045
FMI,7000000,1033,2117045
FMI,7000000,1030,2117045
FMI,7000000,1033,2117045
FMI,7000000,1035,2117045
FMI,7000000,1034,2117045
FMI,7000000,1033,2117045
FMI,8000000,1182,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1195,2418785
FMI,8000000,1186,2418785
FMI,8000000,1188,2418785
FMI,8000000,1183,2418785
FMI,8000000,1184,2418785
FMI,8000000,1187,2418785
FMI,8000000,1184,2418785
FMI,8000000,1183,2418785
FMI,8000000,1187,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1185,2418785
FMI,8000000,1185,2418785
FMI,8000000,1184,2418785
FMI,8000000,1188,2418785
FMI,8000000,1187,2418785
FMI,8000000,1185,2418785
FMI,8000000,1187,2418785
FMI,8000000,1184,2418785
FMI,8000000,1181,2418785
FMI,8000000,1186,2418785
FMI,8000000,1188,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1185,2418785
FMI,8000000,1184,2418785
FMI,8000000,1186,2418785
FMI,8000000,1185,2418785
FMI,8000000,1193,2418785
FMI,8000000,1186,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1184,2418785
FMI,8000000,1185,2418785
FMI,8000000,1187,2418785
FMI,8000000,1190,2418785
FMI,8000000,1184,2418785
FMI,8000000,1185,2418785
FMI,8000000,1189,2418785
FMI,8000000,1184,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1185,2418785
FMI,8000000,1188,2418785
FMI,8000000,1185,2418785
FMI,8000000,1185,2418785
FMI,8000000,1187,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1187,2418785
FMI,8000000,1197,2418785
FMI,8000000,1188,2418785
FMI,8000000,1186,2418785
FMI,8000000,1196,2418785
FMI,8000000,1188,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,8000000,1188,2418785
FMI,8000000,1191,2418785
FMI,8000000,1184,2418785
FMI,8000000,1186,2418785
FMI,8000000,1187,2418785
FMI,8000000,1186,2418785
FMI,8000000,1187,2418785
FMI,8000000,1184,2418785
FMI,8000000,1187,2418785
FMI,8000000,1185,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1187,2418785
FMI,8000000,1187,2418785
FMI,8000000,1187,2418785
FMI,8000000,1184,2418785
FMI,8000000,1187,2418785
FMI,8000000,1185,2418785
FMI,8000000,1189,2418785
FMI,8000000,1184,2418785
FMI,8000000,1184,2418785
FMI,8000000,1184,2418785
FMI,8000000,1189,2418785
FMI,8000000,1193,2418785
FMI,8000000,1189,2418785
FMI,8000000,1186,2418785
FMI,8000000,1187,2418785
FMI,8000000,1186,2418785
FMI,8000000,1188,2418785
FMI,8000000,1185,2418785
FMI,8000000,1187,2418785
FMI,8000000,1187,2418785
FMI,8000000,1187,2418785
FMI,8000000,1185,2418785
FMI,8000000,1186,2418785
FMI,8000000,1186,2418785
FMI,9000000,1354,2697225
FMI,9000000,1350,2697225
FMI,9000000,1348,2697225
FMI,9000000,1349,2697225
FMI,9000000,1350,2697225
FMI,9000000,1349,2697225
FMI,9000000,1346,2697225
FMI,9000000,1349,2697225
FMI,9000000,1350,2697225
FMI,9000000,1348,2697225
FMI,9000000,1348,2697225
FMI,9000000,1348,2697225
FMI,9000000,1354,2697225
FMI,9000000,1361,2697225
FMI,9000000,1348,2697225
FMI,9000000,1348,2697225
FMI,9000000,1349,2697225
FMI,9000000,1348,2697225
FMI,9000000,1345,2697225
FMI,9000000,1347,2697225
FMI,9000000,1351,2697225
FMI,9000000,1349,2697225
FMI,9000000,1348,2697225
FMI,9000000,1350,2697225
FMI,9000000,1350,2697225
FMI,9000000,1348,2697225
FMI,9000000,1348,2697225
FMI,9000000,1349,2697225
FMI,9000000,1349,2697225
FMI,9000000,1350,2697225
FMI,9000000,1353,2697225
FMI,9000000,1357,2697225
FMI,9000000,1355,2697225
FMI,9000000,1353,2697225
FMI,9000000,1355,2697225
FMI,9000000,1355,2697225
FMI,9000000,1356,2697225
FMI,9000000,1355,2697225
FMI,9000000,1365,2697225
FMI,9000000,1352,2697225
FMI,9000000,1355,2697225
FMI,9000000,1354,2697225
FMI,9000000,1354,2697225
FMI,9000000,1355,2697225
FMI,9000000,1352,2697225
FMI,9000000,1353,2697225
FMI,9000000,1395,2697225
FMI,9000000,1357,2697225
FMI,9000000,1353,2697225
FMI,9000000,1354,2697225
FMI,9000000,1357,2697225
FMI,9000000,1364,2697225
FMI,9000000,1352,2697225
FMI,9000000,1356,2697225
FMI,9000000,1352,2697225
FMI,9000000,1356,2697225
FMI,9000000,1352,2697225
FMI,9000000,1354,2697225
FMI,9000000,1364,2697225
FMI,9000000,1355,2697225
FMI,9000000,1355,2697225
FMI,9000000,1353,2697225
FMI,9000000,1385,2697225
FMI,9000000,1371,2697225
FMI,9000000,1375,2697225
FMI,9000000,1354,2697225
FMI,9000000,1354,2697225
FMI,9000000,1360,2697225
FMI,9000000,1353,2697225
FMI,9000000,1353,2697225
FMI,9000000,1354,2697225
FMI,9000000,1356,2697225
FMI,9000000,1354,2697225
FMI,9000000,1355,2697225
FMI,9000000,1355,2697225
FMI,9000000,1352,2697225
FMI,9000000,1357,2697225
FMI,9000000,1352,2697225
FMI,9000000,1357,2697225
FMI,9000000,1358,2697225
FMI,9000000,1365,2697225
FMI,9000000,1357,2697225
FMI,9000000,1406,2697225
FMI,9000000,1354,2697225
FMI,9000000,1354,2697225
FMI,9000000,1356,2697225
FMI,9000000,1365,2697225
FMI,9000000,1370,2697225
FMI,9000000,1358,2697225
FMI,9000000,1355,2697225
FMI,9000000,1356,2697225
FMI,9000000,1360,2697225
FMI,9000000,1355,2697225
FMI,9000000,1366,2697225
FMI,9000000,1354,2697225
FMI,9000000,1358,2697225
FMI,9000000,1356,2697225
FMI,9000000,1358,2697225
FMI,9000000,1359,2697225
FMI,9000000,1356,2697225
FMI,10000000,1515,2972273
FMI,10000000,1512,2972273
FMI,10000000,1515,2972273
FMI,10000000,1509,2972273
FMI,10000000,1537,2972273
FMI,10000000,1530,2972273
FMI,10000000,1527,2972273
FMI,10000000,1527,2972273
FMI,10000000,1529,2972273
FMI,10000000,1530,2972273
FMI,10000000,1539,2972273
FMI,10000000,1531,2972273
FMI,10000000,1534,2972273
FMI,10000000,1521,2972273
FMI,10000000,1521,2972273
FMI,10000000,1505,2972273
FMI,10000000,1504,2972273
FMI,10000000,1505,2972273
FMI,10000000,1505,2972273
FMI,10000000,1502,2972273
FMI,10000000,1501,2972273
FMI,10000000,1502,2972273
FMI,10000000,1504,2972273
FMI,10000000,1510,2972273
FMI,10000000,1504,2972273
FMI,10000000,1503,2972273
FMI,10000000,1503,2972273
FMI,10000000,1505,2972273
FMI,10000000,1505,2972273
FMI,10000000,1501,2972273
FMI,10000000,1503,2972273
FMI,10000000,1506,2972273
FMI,10000000,1518,2972273
FMI,10000000,1500,2972273
FMI,10000000,1503,2972273
FMI,10000000,1501,2972273
FMI,10000000,1505,2972273
FMI,10000000,1502,2972273
FMI,10000000,1501,2972273
FMI,10000000,1501,2972273
FMI,10000000,1507,2972273
FMI,10000000,1503,2972273
FMI,10000000,1503,2972273
FMI,10000000,1504,2972273
FMI,10000000,1500,2972273
FMI,10000000,1506,2972273
FMI,10000000,1505,2972273
FMI,10000000,1503,2972273
FMI,10000000,1500,2972273
FMI,10000000,1501,2972273
FMI,10000000,1502,2972273
FMI,10000000,1500,2972273
FMI,10000000,1500,2972273
FMI,10000000,1501,2972273
FMI,10000000,1509,2972273
FMI,10000000,1502,2972273
FMI,10000000,1500,2972273
FMI,10000000,1502,2972273
FMI,10000000,1506,2972273
FMI,10000000,1502,2972273
FMI,10000000,1499,2972273
FMI,10000000,1505,2972273
FMI,10000000,1500,2972273
FMI,10000000,1502,2972273
FMI,10000000,1506,2972273
FMI,10000000,1503,2972273
FMI,10000000,1505,2972273
FMI,10000000,1505,2972273
FMI,10000000,1504,2972273
FMI,10000000,1502,2972273
FMI,10000000,1503,2972273
FMI,10000000,1505,2972273
FMI,10000000,1502,2972273
FMI,10000000,1510,2972273
FMI,10000000,1501,2972273
FMI,10000000,1501,2972273
FMI,10000000,1509,2972273
FMI,10000000,1504,2972273
FMI,10000000,1503,2972273
FMI,10000000,1502,2972273
FMI,10000000,1501,2972273
FMI,10000000,1502,2972273
FMI,10000000,1500,2972273
FMI,10000000,1516,2972273
FMI,10000000,1519,2972273
FMI,10000000,1507,2972273
FMI,10000000,1507,2972273
FMI,10000000,1509,2972273
FMI,10000000,1505,2972273
FMI,10000000,1501,2972273
FMI,10000000,1504,2972273
FMI,10000000,1503,2972273
FMI,10000000,1502,2972273
FMI,10000000,1499,2972273
FMI,10000000,1505,2972273
FMI,10000000,1500,2972273
FMI,10000000,1501,2972273
FMI,10000000,1501,2972273
FMI,10000000,1500,2972273
FMI,10000000,1504,2972273
